Harga,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Jumlah Lantai,Kondisi Properti,Carport,Kamar Tidur Pembantu,Kamar Mandi Pembantu,Kecamatan
1660000000,4,3,141,120,SHM,2200,1,Bagus,1,0,0,Kelapa Dua
1660000000,2,1,187,54,SHM,2200,1,Bagus,1,1,0,Kelapa Dua
1670000000,2,2,77,73,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
1670000000,2,2,77,73,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
1670000000,2,2,77,73,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
1670000000,3,2,98,70,SHM,2200,2,Bagus,1,0,0,Pagedangan
1680000000,3,2,102,78,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
1690000000,2,1,72,44,Lainnya,2200,2,Baru,2,1,1,Kelapa Dua
1700000000,3,2,72,65,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
1700000000,4,4,63,108,SHM,2200,3,Bagus,1,0,0,Kelapa Dua
1700000000,3,2,72,76,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
1700000000,2,2,60,72,Lainnya,4400,2,Bagus,1,2,0,Kelapa Dua
1700000000,2,2,63,79,Lainnya,2200,2,Bagus,1,1,0,Kelapa Dua
1700000000,3,2,90,66,SHM,2200,2,Butuh Renovasi,1,0,0,Kelapa Dua
1700000000,2,2,60,67,Lainnya,2200,2,Baru,1,0,0,Pagedangan
1700000000,3,1,120,68,Lainnya,2200,1,Baru,1,0,0,Curug
1700000000,2,2,56,74,Lainnya,3500,2,Bagus,1,0,0,Kelapa Dua
1700000000,3,2,72,85,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
1700000000,2,2,60,100,Lainnya,2200,2,Bagus,1,0,0,Pagedangan
1700000000,4,3,63,90,Lainnya,2200,3,Bagus,1,1,1,Kelapa Dua
1720000000,7,7,84,96,SHM,3500,3,Bagus,1,1,1,Pagedangan
1740000000,2,2,84,70,HGB,4400,2,Bagus,1,1,1,Pagedangan
1750000000,2,2,77,73,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
1750000000,2,2,72,100,Lainnya,2200,3,Bagus,1,1,1,Kelapa Dua
1750000000,3,2,48,70,SHM,4400,2,Bagus,1,0,0,Kelapa Dua
1750000000,2,3,84,100,SHM,2200,2,Bagus,1,0,0,Pagedangan
1750000000,3,2,72,67,PPJB,2200,2,Bagus,1,0,0,Kelapa Dua
1750000000,3,3,200,170,Lainnya,2200,2,Bagus,1,1,1,Cikupa
1750000000,3,3,105,126,Lainnya,3500,2,Baru,2,0,0,Cikupa
1750000000,2,3,84,100,SHM,2200,2,Bagus,1,0,0,Pagedangan
1750000000,2,2,84,88,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
1750000000,3,2,77,82,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
1750000000,2,2,84,66,Lainnya,2200,2,Bagus,1,0,0,Pagedangan
1750000000,3,2,72,84,SHM,2200,2,Bagus,1,1,1,Kelapa Dua
1750000000,2,1,60,77,Lainnya,3500,2,Bagus,1,0,0,Kelapa Dua
1750000000,3,3,105,126,Lainnya,2200,2,Bagus,1,1,1,Cikupa
1750000000,3,2,90,120,SHM,2200,2,Bagus,1,1,1,Kelapa Dua
1750000000,2,1,136,83,HGB,7700,1,Bagus,2,0,0,Cikupa
1750000000,2,2,84,70,Lainnya,2200,2,Bagus,1,0,0,Pagedangan
1750000000,2,2,84,70,Lainnya,2200,2,Bagus,1,0,0,Pagedangan
1750000000,2,1,136,83,HGB,7700,1,Bagus,1,0,0,Cikupa
1750000000,3,2,96,65,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
1750000000,2,2,84,70,Lainnya,3300,2,Bagus,1,0,0,Pagedangan
1750000000,4,3,90,120,SHM,4400,2,Bagus,1,0,0,Kelapa Dua
1750000000,5,3,160,144,SHM,2200,1,Bagus,1,0,0,Cikupa
1750000000,2,1,136,83,HGB,7700,1,Baru,2,0,0,Sindang Jaya
1750000000,2,2,84,70,Lainnya,2200,2,Bagus,1,0,0,Pagedangan
1750000000,2,2,84,70,PPJB,2200,2,Bagus,1,0,0,Pagedangan
1770000000,3,3,101,180,Lainnya,2200,2,Bagus,1,1,0,Kelapa Dua
1770000000,2,2,56,68,SHM,5500,2,Bagus,1,0,0,Kelapa Dua
1780000000,3,2,72,90,Lainnya,3500,2,Bagus,1,0,0,Kelapa Dua
1800000000,3,3,63,100,SHM,3500,2,Baru,1,0,0,Kelapa Dua
1800000000,3,3,66,86,Lainnya,2200,2,Baru,1,0,0,Kelapa Dua
1800000000,3,2,77,78,Lainnya,4400,2,Bagus,1,0,0,Kelapa Dua
1800000000,2,1,162,110,SHM,1300,1,Butuh Renovasi,1,1,1,Kelapa Dua
1800000000,3,2,96,65,SHM,3300,2,Bagus,1,2,0,Kelapa Dua
1800000000,5,4,117,103,SHM,2200,2,Bagus,1,0,0,Cikupa
1800000000,3,3,160,120,SHM,2200,2,Baru,1,1,1,Cikupa
1800000000,3,2,77,78,Lainnya,4400,2,Bagus,1,0,0,Kelapa Dua
1800000000,2,1,120,110,SHM,1300,2,Bagus,1,2,1,Kelapa Dua
1800000000,3,2,77,73,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
1800000000,2,2,90,66,HGB,5500,2,Bagus,1,0,0,Kelapa Dua
1800000000,4,3,112,125,SHM,3500,2,Baru,2,1,1,Kelapa Dua
1800000000,3,3,84,94,SHM,3500,2,Baru,3,0,0,Cisauk
1800000000,3,3,60,89,Lainnya,2200,3,Bagus,1,1,1,Kelapa Dua
1800000000,3,2,77,73,SHM,3300,2,Bagus,1,0,0,Kelapa Dua
1800000000,4,3,112,132,Lainnya,3500,2,Bagus,1,0,1,Cikupa
1800000000,3,3,200,170,Lainnya,2200,2,Bagus,1,1,1,Cikupa
1800000000,3,2,160,115,Lainnya,2200,2,Bagus,1,1,1,Sindang Jaya
1800000000,3,2,72,100,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
1800000000,3,3,180,139,SHM,2200,2,Bagus,1,1,1,Cikupa
1800000000,3,2,90,120,SHM,2200,2,Bagus,1,1,1,Kelapa Dua
1800000000,3,2,90,60,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
1800000000,3,2,72,100,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
1800000000,2,2,96,65,SHM,3500,2,Bagus,1,0,0,Kelapa Dua
1800000000,4,3,104,216,Lainnya,3500,3,Bagus,1,1,1,Cikupa
1800000000,3,2,72,100,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
1800000000,3,3,80,110,SHM,2200,2,Baru,1,2,1,Pagedangan
1800000000,2,2,135,100,SHM,2200,1,Bagus,1,1,1,Pagedangan
1800000000,4,3,112,132,SHM,3300,2,Bagus,1,1,0,Legok
1800000000,3,2,72,65,SHM,5500,2,Bagus,1,0,0,Kelapa Dua
1800000000,3,2,83,80,PPJB,3500,2,Bagus,1,0,0,Kelapa Dua
1800000000,3,2,77,70,Lainnya,2200,2,Bagus,2,0,0,Pagedangan
1800000000,4,4,63,108,SHM,4400,3,Bagus,1,1,1,Kelapa Dua
1830000000,3,3,84,94,SHM,3500,2,Baru,2,0,0,Cisauk
1850000000,3,3,200,340,SHM,2200,2,Bagus,1,1,1,Cikupa
1850000000,3,3,160,115,SHM,2200,2,Bagus,1,1,1,Cikupa
1850000000,3,2,96,65,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
1850000000,2,2,60,72,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
1850000000,2,2,56,74,PPJB,2200,2,Bagus,1,0,0,Kelapa Dua
1850000000,2,2,72,125,SHM,2200,3,Bagus,2,1,0,Kelapa Dua
1850000000,3,3,60,90,Lainnya,2200,3,Bagus,1,0,1,Kelapa Dua
1850000000,2,2,77,73,SHM,2200,1,Bagus,1,0,0,Kelapa Dua
1850000000,3,2,77,73,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
1850000000,3,3,83,110,SHM,2200,2,Bagus,1,1,1,Pagedangan
1850000000,3,2,180,170,SHM,4400,2,Bagus,3,1,1,Cikupa
1850000000,3,3,77,82,Lainnya,2200,2,Bagus,1,0,0,Pagedangan
1850000000,3,3,112,96,SHM,3500,2,Bagus,1,1,1,Cikupa
1850000000,2,2,98,120,HGB,3500,2,Bagus,2,1,0,Pagedangan
1860000000,3,2,72,88,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
1870000000,3,2,72,77,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
1870000000,3,3,84,150,Lainnya,4400,3,Bagus,1,1,1,Pagedangan
1880000000,4,3,120,129,SHM,2200,2,Baru,2,1,1,Cikupa
1880000000,4,3,72,123,HGB,2200,3,Bagus,2,0,0,Kelapa Dua
1880000000,4,4,120,115,SHM,3500,2,Bagus,1,0,0,Kelapa Dua
1880000000,3,3,102,144,SHM,2200,2,Bagus,1,1,0,Kelapa Dua
1880000000,4,3,144,160,SHM,2200,2,Bagus,1,1,0,Kelapa Dua
1890000000,2,3,65,97,SHM,2200,1,Bagus,1,1,1,Cisauk
1890000000,4,2,100,136,HGB,3500,2,Bagus,2,1,1,Cikupa
1890000000,2,3,66,90,SHM,2200,2,Baru,1,1,1,Cisauk
1900000000,3,2,77,73,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
1900000000,3,2,77,95,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
1900000000,3,2,77,73,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
1900000000,4,3,112,125,SHM,2200,2,Baru,2,1,1,Legok
1900000000,3,4,90,150,SHM,2200,3,Bagus,1,1,1,Kelapa Dua
1900000000,3,3,84,142,SHM,5500,2,Bagus,1,1,1,Pagedangan
1900000000,3,2,77,144,SHM,2200,2,Bagus,1,0,0,Pagedangan
1900000000,9,9,135,135,HGB,1300,2,Bagus,1,0,0,Cikupa
1900000000,2,2,77,73,SHM,3500,2,Bagus,1,0,0,Kelapa Dua
1900000000,3,2,90,125,SHM,2200,2,Baru,1,1,1,Pagedangan
1900000000,4,2,77,118,Lainnya,5500,2,Bagus,1,1,0,Kelapa Dua
1900000000,4,4,112,125,SHM,2200,2,Bagus,2,0,1,Legok
1900000000,3,3,90,132,SHM,2200,2,Baru,2,1,1,Kelapa Dua
1900000000,3,2,90,120,SHM,2200,2,Baru,1,1,1,Pagedangan
1900000000,3,2,126,120,SHM,3500,2,Bagus,1,0,0,Kelapa Dua
1900000000,3,3,90,132,SHM,2200,2,Baru,1,1,1,Kelapa Dua
1900000000,3,3,200,170,SHM,2200,2,Bagus,1,1,1,Cikupa
1900000000,3,3,90,132,SHM,2200,2,Bagus,2,1,1,Kelapa Dua
1900000000,7,4,120,150,SHM,3500,2,Bagus,2,1,1,Curug
1900000000,3,2,72,77,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
1900000000,3,2,72,140,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
1900000000,4,4,84,105,PPJB,2200,1,Bagus,1,0,0,Kelapa Dua
1900000000,2,2,77,73,Lainnya,2200,2,Baru,1,0,0,Kelapa Dua
1900000000,3,2,90,120,SHM,2200,2,Bagus,1,1,1,Pagedangan
1900000000,3,2,200,89,SHM,2200,1,Butuh Renovasi,2,1,1,Pagedangan
1900000000,4,3,76,101,Lainnya,2200,2,Baru,1,1,1,Cikupa
1900000000,3,2,77,95,SHM,2200,1,Baru,1,1,1,Kelapa Dua
1900000000,2,3,105,78,PPJB,2200,2,Bagus,1,0,0,Cikupa
1900000000,3,3,80,82,SHM,2200,2,Butuh Renovasi,1,0,0,Kelapa Dua
1920000000,3,2,63,79,Lainnya,2200,2,Bagus,2,0,0,Kelapa Dua
1920000000,3,2,63,79,Lainnya,2200,2,Bagus,2,0,0,Kelapa Dua
1950000000,3,2,77,78,SHM,4400,2,Bagus,1,0,0,Kelapa Dua
1950000000,4,2,162,140,SHM,2200,2,Bagus,1,1,1,Kelapa Dua
1950000000,5,2,118,77,Lainnya,5500,2,Bagus,1,0,0,Kelapa Dua
1950000000,3,2,85,80,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
1950000000,3,3,63,105,Lainnya,3500,3,Bagus,1,0,1,Kelapa Dua
1950000000,3,2,112,80,SHM,2200,2,Bagus,1,0,0,Pagedangan
1950000000,3,3,200,170,SHM,2200,2,Bagus,1,1,1,Cikupa
1950000000,3,3,160,160,SHM,4400,2,Bagus,1,1,1,Cikupa
1950000000,3,3,63,108,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
1950000000,3,2,63,108,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
1950000000,3,3,80,130,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
1970000000,4,3,135,157,SHM,2200,2,Bagus,1,1,1,Cikupa
1970000000,4,3,135,157,Lainnya,2200,2,Bagus,1,1,1,Pasar Kemis
1990000000,2,2,176,110,SHM,1300,1,Bagus,1,1,0,Kelapa Dua
1990000000,2,2,77,73,Lainnya,5500,2,Bagus,1,1,1,Kelapa Dua
1990000000,3,3,84,105,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
10000000000,4,5,300,328,Lainnya,5500,2,Baru,2,1,1,Kelapa Dua
10500000000,4,5,312,316,SHM,11000,2,Baru,2,1,0,Kelapa Dua
10600000000,4,5,240,342,Lainnya,10600,2,Baru,2,1,1,Kelapa Dua
10800000000,5,4,250,550,Lainnya,5500,2,Bagus,1,2,1,Kelapa Dua
10800000000,5,4,250,550,Lainnya,5500,2,Bagus,1,1,1,Kelapa Dua
11000000000,4,3,340,450,SHM,5500,2,Baru,2,1,1,Pagedangan
11300000000,5,3,400,525,SHM,7700,2,Bagus,1,1,1,Kelapa Dua
11300000000,5,4,394,525,SHM,7700,2,Bagus,2,0,1,Kelapa Dua
11300000000,5,4,394,525,SHM,7700,2,Bagus,1,1,1,Kelapa Dua
11500000000,4,4,250,284,Lainnya,5500,2,Bagus,1,1,1,Kelapa Dua
11500000000,4,4,250,284,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
11500000000,5,4,250,550,Lainnya,2200,2,Baru,1,1,1,Kelapa Dua
12000000000,3,3,415,400,SHM,5500,2,Bagus,1,1,1,Kelapa Dua
12500000000,4,4,250,500,Lainnya,5500,3,Bagus,2,2,1,Kelapa Dua
13000000000,4,5,259,230,Lainnya,6600,2,Baru,2,1,1,Kelapa Dua
13000000000,4,4,300,422,Lainnya,3500,2,Baru,2,1,1,Kelapa Dua
13400000000,4,5,298,343,Lainnya,10600,2,Bagus,2,1,1,Kelapa Dua
13500000000,8,6,450,800,SHM,10000,3,Butuh Renovasi,4,2,2,Kelapa Dua
13500000000,4,5,405,360,SHM,7600,2,Bagus,1,1,0,Kelapa Dua
13500000000,4,4,293,300,Lainnya,5500,3,Bagus,2,1,1,Kelapa Dua
13500000000,5,5,405,360,Lainnya,5500,3,Bagus,2,2,1,Kelapa Dua
13500000000,4,4,405,359,Lainnya,2200,2,Bagus,1,1,2,Kelapa Dua
14000000000,5,5,585,425,SHM,7700,3,Bagus,2,1,1,Kelapa Dua
14000000000,4,4,450,450,SHM,23000,2,Bagus,4,2,1,Kelapa Dua
14000000000,5,3,420,600,Lainnya,5500,2,Bagus,1,3,2,Kelapa Dua
148000000,2,1,60,45,SHM,1300,1,Bagus,1,0,0,Rajeg
15000000000,5,5,337,800,Lainnya,16500,2,Bagus,2,2,2,Kelapa Dua
15000000000,4,5,338,800,SHM,11000,2,Bagus,2,2,1,Kelapa Dua
15000000000,3,3,200,560,Lainnya,13200,1,Bagus,1,2,2,Kelapa Dua
15000000000,5,6,412,1000,PPJB,11000,2,Bagus,2,2,1,Kelapa Dua
15000000000,4,2,405,530,SHM,11000,2,Bagus,3,0,0,Kelapa Dua
15000000000,4,4,555,405,SHM,7700,2,Bagus,1,1,1,Kelapa Dua
15000000000,5,5,337,800,Lainnya,16500,3,Bagus,4,2,2,Kelapa Dua
15000000000,5,5,337,800,Lainnya,10600,2,Bagus,2,0,2,Kelapa Dua
16000000000,4,4,414,600,Lainnya,4400,2,Baru,2,2,1,Kelapa Dua
16000000000,4,4,414,600,PPJB,4400,2,Bagus,4,2,1,Kelapa Dua
16000000000,4,4,414,600,SHM,5500,2,Bagus,3,1,1,Kelapa Dua
16000000000,6,5,504,471,SHM,13200,1,Baru,1,3,1,Kelapa Dua
16000000000,4,4,414,600,SHM,4400,2,Bagus,2,2,1,Kelapa Dua
16000000000,4,4,414,600,HGB,4400,2,Bagus,1,2,1,Kelapa Dua
16000000000,4,4,414,600,Lainnya,4400,2,Bagus,4,2,1,Kelapa Dua
16500000000,4,4,414,600,Lainnya,4400,2,Bagus,4,2,1,Kelapa Dua
17500000000,6,4,504,470,SHM,7700,3,Bagus,2,1,1,Kelapa Dua
18500000000,4,4,680,550,SHM,3500,2,Bagus,2,1,1,Pagedangan
18500000000,6,5,563,744,SHM,10600,2,Bagus,1,3,2,Kelapa Dua
181000000,2,1,60,30,HGB,1300,1,Baru,1,0,0,Curug
19200000000,4,3,498,454,Lainnya,3300,2,Baru,2,1,1,Kelapa Dua
2000000000,2,2,102,75,SHM,3300,2,Bagus,1,1,1,Kelapa Dua
2000000000,3,3,80,120,SHM,2200,3,Bagus,1,1,1,Kelapa Dua
2000000000,3,3,75,145,Lainnya,4400,1,Baru,2,1,1,Teluk Naga
2000000000,3,4,117,130,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
2000000000,4,3,135,157,PPJB,2200,2,Bagus,1,1,1,Cikupa
2000000000,3,2,140,100,SHM,2200,2,Butuh Renovasi,1,0,0,Kelapa Dua
2000000000,2,2,77,78,Lainnya,4400,1,Bagus,1,0,0,Kelapa Dua
2000000000,3,2,200,350,SHM,2200,1,Bagus,1,1,1,Pasar Kemis
2000000000,2,2,136,85,SHM,2200,2,Bagus,1,1,1,Kelapa Dua
2000000000,2,2,72,74,SHM,4400,1,Bagus,1,1,0,Kelapa Dua
2000000000,4,4,70,115,SHM,2200,3,Bagus,1,0,0,Kelapa Dua
2000000000,3,3,60,120,Lainnya,2200,3,Bagus,1,1,1,Pagedangan
2000000000,3,2,80,94,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
2000000000,3,1,200,80,SHM,2200,1,Bagus,1,1,1,Pagedangan
2000000000,3,3,80,112,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
2000000000,2,2,90,72,SHM,2200,2,Baru,1,1,1,Kelapa Dua
2000000000,2,2,136,85,SHM,2200,2,Bagus,1,1,1,Kelapa Dua
2000000000,2,1,72,74,SHM,2200,2,Bagus,1,2,0,Kelapa Dua
2000000000,3,3,77,88,Lainnya,5500,2,Bagus,1,0,0,Pagedangan
2000000000,3,2,84,88,Lainnya,2200,2,Bagus,2,0,0,Kelapa Dua
2000000000,4,3,120,103,Lainnya,4400,2,Baru,1,1,1,Curug
2000000000,2,2,72,74,SHM,4400,1,Bagus,1,1,0,Kelapa Dua
2000000000,3,3,60,120,SHM,5500,3,Bagus,1,1,1,Pagedangan
2000000000,3,2,84,88,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
2000000000,3,3,80,94,Lainnya,2200,2,Baru,1,1,1,Kelapa Dua
2000000000,2,2,102,75,Lainnya,3300,2,Bagus,1,1,1,Kelapa Dua
2000000000,2,2,129,74,SHM,2200,2,Bagus,1,1,1,Kelapa Dua
2000000000,4,4,63,116,Lainnya,2200,1,Bagus,1,1,1,Kelapa Dua
2020000000,4,3,96,111,HGB,3500,2,Baru,2,0,0,Cisauk
2049999999,3,3,105,114,PPJB,2200,2,Bagus,1,1,1,Kelapa Dua
2049999999,3,2,77,84,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
2049999999,3,3,80,113,SHM,2200,2,Bagus,2,0,0,Kelapa Dua
2049999999,3,2,162,110,SHM,2200,1,Butuh Renovasi,1,0,0,Kelapa Dua
2049999999,4,3,135,180,Lainnya,3500,2,Bagus,1,1,1,Cikupa
2100000000,3,3,180,135,SHM,22000,2,Bagus,1,1,1,Cikupa
2100000000,3,3,124,114,SHM,4400,2,Bagus,1,1,0,Kelapa Dua
2100000000,4,5,112,125,SHM,3500,2,Baru,2,1,1,Legok
2100000000,3,3,153,300,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
2100000000,3,3,153,300,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
2100000000,5,3,120,180,SHM,4400,2,Bagus,1,0,0,Kelapa Dua
2100000000,3,3,108,216,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
2100000000,3,2,84,110,Lainnya,2200,2,Bagus,2,1,1,Pagedangan
2100000000,3,2,162,140,SHM,2200,1,Bagus,1,1,1,Kelapa Dua
2100000000,4,4,105,114,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
2100000000,3,2,72,110,Lainnya,4400,2,Baru,2,0,0,Kelapa Dua
2100000000,2,2,119,83,SHM,2200,2,Bagus,1,1,1,Kelapa Dua
2100000000,3,3,170,200,SHM,2200,2,Bagus,1,1,1,Cikupa
2100000000,3,2,90,85,HGB,2200,2,Baru,1,0,0,Kelapa Dua
2100000000,3,3,77,88,Lainnya,2200,2,Baru,1,0,0,Pagedangan
2100000000,3,2,84,88,Lainnya,2200,2,Bagus,2,0,0,Kelapa Dua
2100000000,3,2,77,70,Lainnya,2200,2,Bagus,1,1,1,Pagedangan
2100000000,3,2,90,99,Lainnya,5500,2,Bagus,1,1,0,Kelapa Dua
2100000000,2,2,105,70,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
2100000000,2,1,72,72,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
2100000000,2,2,200,350,SHM,2200,2,Bagus,1,0,0,Pasar Kemis
2100000000,3,3,105,114,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
2100000000,4,2,200,176,SHM,2200,1,Bagus,1,1,1,Pagedangan
2100000000,3,2,90,99,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
2130000000,4,3,96,111,SHM,3500,2,Baru,2,0,0,Cisauk
2130000000,3,3,180,135,SHM,2200,2,Bagus,1,1,1,Cikupa
2150000000,3,3,75,98,Lainnya,4400,2,Bagus,2,1,1,Teluk Naga
2150000000,3,2,72,90,Lainnya,5500,2,Bagus,1,0,0,Kelapa Dua
2150000000,3,3,90,120,SHM,3500,2,Bagus,2,0,1,Kelapa Dua
2150000000,3,3,80,130,Lainnya,2200,3,Bagus,1,1,1,Kelapa Dua
2150000000,3,2,90,85,Lainnya,2200,2,Bagus,1,0,0,Cisauk
2150000000,3,3,108,150,SHM,2200,2,Bagus,2,1,1,Kelapa Dua
2150000000,3,2,117,132,SHM,2200,2,Baru,2,1,1,Kelapa Dua
2150000000,3,3,63,105,Lainnya,3500,3,Bagus,1,1,0,Kelapa Dua
2150000000,3,2,108,150,SHM,2200,2,Bagus,1,1,1,Kelapa Dua
2150000000,3,3,117,132,SHM,2200,2,Baru,1,1,1,Kelapa Dua
2150000000,3,2,108,150,SHM,2200,2,Bagus,1,1,1,Kelapa Dua
2150000000,3,2,117,132,SHM,2200,2,Baru,2,1,1,Kelapa Dua
2190000000,4,3,216,140,SHM,4400,2,Bagus,1,0,0,Kelapa Dua
2190000000,4,3,216,140,SHM,4400,2,Bagus,1,0,0,Kelapa Dua
2200000000,3,2,72,77,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
2200000000,3,2,72,77,SHM,2200,2,Baru,1,0,0,Kelapa Dua
2200000000,3,2,72,67,Lainnya,2200,2,Baru,1,0,0,Kelapa Dua
2200000000,3,2,187,88,HGB,4400,2,Bagus,1,0,0,Kelapa Dua
2200000000,3,2,97,60,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
2200000000,3,3,120,150,SHM,3300,1,Bagus,1,1,1,Kelapa Dua
2200000000,2,2,105,150,SHM,2200,2,Butuh Renovasi,1,0,1,Pagedangan
2200000000,4,4,96,120,SHM,3500,3,Bagus,1,1,1,Kelapa Dua
2200000000,2,2,84,69,Lainnya,4400,2,Bagus,1,0,0,Kelapa Dua
2200000000,4,3,119,182,Lainnya,5500,2,Bagus,1,0,0,Cikupa
2200000000,5,5,63,105,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
2200000000,4,2,112,98,SHM,2200,2,Bagus,1,0,0,Pagedangan
2200000000,4,2,112,89,SHM,2200,2,Butuh Renovasi,1,0,0,Pagedangan
2200000000,3,2,117,132,SHM,2200,2,Baru,1,1,1,Kelapa Dua
2200000000,3,3,60,120,Lainnya,2200,2,Bagus,1,1,1,Pagedangan
2200000000,3,2,72,86,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
2200000000,3,2,99,73,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
2200000000,3,3,90,124,SHM,3300,2,Baru,1,1,1,Kelapa Dua
2200000000,4,4,96,120,SHM,2200,3,Bagus,1,1,1,Kelapa Dua
2200000000,3,2,119,130,SHM,2200,2,Bagus,1,1,1,Kelapa Dua
2200000000,3,1,200,160,SHM,2200,1,Bagus,2,1,1,Pagedangan
2200000000,3,2,117,135,SHM,3500,2,Bagus,2,1,1,Kelapa Dua
2200000000,3,3,80,116,SHM,2200,3,Bagus,1,1,1,Kelapa Dua
2200000000,3,2,84,84,Lainnya,2200,2,Bagus,1,0,0,Pagedangan
2200000000,3,2,99,73,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
2200000000,2,2,105,69,SHM,1300,2,Bagus,1,1,1,Pagedangan
2200000000,3,2,77,70,SHM,2200,2,Baru,1,0,0,Pagedangan
2200000000,2,2,72,90,Lainnya,5500,2,Bagus,1,0,0,Kelapa Dua
2200000000,3,2,187,100,HGB,2200,2,Butuh Renovasi,2,0,0,Kelapa Dua
2210000000,3,2,72,86,Lainnya,5500,2,Bagus,1,0,0,Kelapa Dua
2210000000,3,2,72,86,Lainnya,5500,2,Bagus,1,0,0,Kelapa Dua
2210000000,3,2,102,101,SHM,3500,2,Bagus,1,1,0,Kelapa Dua
2250000000,3,2,105,114,Lainnya,4400,2,Bagus,1,1,1,Kelapa Dua
2250000000,3,2,105,114,SHM,4400,2,Bagus,1,1,1,Kelapa Dua
2250000000,3,3,105,210,HGB,4400,2,Bagus,1,1,1,Kelapa Dua
2250000000,3,3,105,114,Lainnya,2200,2,Bagus,1,1,1,Kelapa Dua
2250000000,3,2,84,90,Lainnya,2200,2,Baru,1,0,0,Kelapa Dua
2250000000,3,2,90,88,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
2250000000,3,2,84,110,PPJB,2200,2,Bagus,1,0,0,Kelapa Dua
2250000000,3,3,84,105,SHM,5500,2,Bagus,1,1,1,Kelapa Dua
2250000000,4,5,108,180,SHM,3300,2,Baru,1,1,1,Kelapa Dua
2250000000,3,2,105,114,PPJB,4400,2,Bagus,2,1,1,Kelapa Dua
2250000000,3,2,84,120,PPJB,3500,2,Bagus,1,0,0,Kelapa Dua
2250000000,3,3,120,129,PPJB,2200,3,Bagus,1,1,1,Kelapa Dua
2260000000,3,2,72,75,PPJB,2200,2,Bagus,1,0,0,Kelapa Dua
2270000000,3,2,133,100,SHM,3500,2,Bagus,1,0,0,Kelapa Dua
2280000000,3,2,77,73,SHM,2200,2,Bagus,1,0,0,Kelapa Dua
2290000000,3,2,85,86,Lainnya,2200,2,Bagus,1,0,0,Kelapa Dua
2300000000,3,2,126,130,SHM,2200,2,Bagus,1,1,1,Kelapa Dua
2300000000,3,2,105,114,SHM,4400,2,Bagus,1,1,1,Kelapa Dua
2300000000,3,2,187,88,HGB,4400,1,Bagus,1,0,0,Kelapa Dua
2300000000,3,2,105,114,SHM,3500,2,Bagus,1,1,1,Kelapa Dua
